,Series_Type,Series_Name
2364,SDAURO3URN,"Unemployment Rate in Aurora County, SD"
2365,SDBEAD5URN,"Unemployment Rate in Beadle County, SD"
2366,SDBENN7URN,"Unemployment Rate in Bennett County, SD"
2367,SDBONH9URN,"Unemployment Rate in Bon Homme County, SD"
2368,SDBROO1URN,"Unemployment Rate in Brookings County, SD"
2369,SDBROW3URN,"Unemployment Rate in Brown County, SD"
2370,SDBRUL5URN,"Unemployment Rate in Brule County, SD"
2371,SDBUFF7URN,"Unemployment Rate in Buffalo County, SD"
2372,SDBUTT9URN,"Unemployment Rate in Butte County, SD"
2373,SDCAMP1URN,"Unemployment Rate in Campbell County, SD"
2374,SDCHAR3URN,"Unemployment Rate in Charles Mix County, SD"
2375,SDCLAR5URN,"Unemployment Rate in Clark County, SD"
2376,SDCLAY7URN,"Unemployment Rate in Clay County, SD"
2377,SDCODI9URN,"Unemployment Rate in Codington County, SD"
2378,SDCORS1URN,"Unemployment Rate in Corson County, SD"
2379,SDCUST3URN,"Unemployment Rate in Custer County, SD"
2380,SDDAVI5URN,"Unemployment Rate in Davison County, SD"
2381,SDDAYC7URN,"Unemployment Rate in Day County, SD"
2382,SDDEUE9URN,"Unemployment Rate in Deuel County, SD"
2383,SDDEWE1URN,"Unemployment Rate in Dewey County, SD"
2384,SDDOUG3URN,"Unemployment Rate in Douglas County, SD"
2385,SDEDMU5URN,"Unemployment Rate in Edmunds County, SD"
2386,SDFALL7URN,"Unemployment Rate in Fall River County, SD"
2387,SDFAUL9URN,"Unemployment Rate in Faulk County, SD"
2388,SDGRAN1URN,"Unemployment Rate in Grant County, SD"
2389,SDGREG3URN,"Unemployment Rate in Gregory County, SD"
2390,SDHAAK5URN,"Unemployment Rate in Haakon County, SD"
2391,SDHAML7URN,"Unemployment Rate in Hamlin County, SD"
2392,SDHAND9URN,"Unemployment Rate in Hand County, SD"
2393,SDHANS1URN,"Unemployment Rate in Hanson County, SD"
2394,SDHARD3URN,"Unemployment Rate in Harding County, SD"
2395,SDHUGH5URN,"Unemployment Rate in Hughes County, SD"
2396,SDHUTC7URN,"Unemployment Rate in Hutchinson County, SD"
2397,SDHYDE9URN,"Unemployment Rate in Hyde County, SD"
2398,SDJACK1URN,"Unemployment Rate in Jackson County, SD"
2399,SDJERA3URN,"Unemployment Rate in Jerauld County, SD"
2400,SDJONE5URN,"Unemployment Rate in Jones County, SD"
2401,SDKING7URN,"Unemployment Rate in Kingsbury County, SD"
2402,SDLAKE9URN,"Unemployment Rate in Lake County, SD"
2403,SDLAWR1URN,"Unemployment Rate in Lawrence County, SD"
2404,SDLINC3URN,"Unemployment Rate in Lincoln County, SD"
2405,SDLYMA5URN,"Unemployment Rate in Lyman County, SD"
2406,SDMARS1URN,"Unemployment Rate in Marshall County, SD"
2407,SDMCCO7URN,"Unemployment Rate in McCook County, SD"
2408,SDMCPH9URN,"Unemployment Rate in McPherson County, SD"
2409,SDMEAD3URN,"Unemployment Rate in Meade County, SD"
2410,SDMELL5URN,"Unemployment Rate in Mellette County, SD"
2411,SDMINE7URN,"Unemployment Rate in Miner County, SD"
2412,SDMINN9URN,"Unemployment Rate in Minnehaha County, SD"
2413,SDMOOD1URN,"Unemployment Rate in Moody County, SD"
2414,SDPENN3URN,"Unemployment Rate in Pennington County, SD"
2415,SDPERK5URN,"Unemployment Rate in Perkins County, SD"
2416,SDPOTT7URN,"Unemployment Rate in Potter County, SD"
2417,SDROBE9URN,"Unemployment Rate in Roberts County, SD"
2418,SDSANB1URN,"Unemployment Rate in Sanborn County, SD"
2419,SDSPIN5URN,"Unemployment Rate in Spink County, SD"
2420,SDSTAN7URN,"Unemployment Rate in Stanley County, SD"
2421,SDSULL9URN,"Unemployment Rate in Sully County, SD"
2422,SDTODD1URN,"Unemployment Rate in Todd County, SD"
2423,SDTRIP3URN,"Unemployment Rate in Tripp County, SD"
2424,SDTURN5URN,"Unemployment Rate in Turner County, SD"
2425,SDUNIO7URN,"Unemployment Rate in Union County, SD"
2426,SDWALW9URN,"Unemployment Rate in Walworth County, SD"
2427,SDYANK5URN,"Unemployment Rate in Yankton County, SD"
2428,SDZIEB7URN,"Unemployment Rate in Ziebach County, SD"
2429,TNANDE5URN,"Unemployment Rate in Anderson County, TN"
2430,TNBEDF3URN,"Unemployment Rate in Bedford County, TN"
2431,TNBLED7URN,"Unemployment Rate in Bledsoe County, TN"
2432,TNBLOU0URN,"Unemployment Rate in Blount County, TN"
2433,TNBNURN,"Unemployment Rate in Benton County, TN"
2434,TNBRAD5URN,"Unemployment Rate in Bradley County, TN"
2435,TNCAMP3URN,"Unemployment Rate in Campbell County, TN"
2436,TNCANN5URN,"Unemployment Rate in Cannon County, TN"
2437,TNCART0URN,"Unemployment Rate in Carter County, TN"
2438,TNCCURN,"Unemployment Rate in Crockett County, TN"
2439,TNCEURN,"Unemployment Rate in Chester County, TN"
2440,TNCHEA1URN,"Unemployment Rate in Cheatham County, TN"
2441,TNCLAI5URN,"Unemployment Rate in Claiborne County, TN"
2442,TNCLAY7URN,"Unemployment Rate in Clay County, TN"
2443,TNCOCK9URN,"Unemployment Rate in Cocke County, TN"
2444,TNCOFF1URN,"Unemployment Rate in Coffee County, TN"
2445,TNCRURN,"Unemployment Rate in Carroll County, TN"
2446,TNCUMB5URN,"Unemployment Rate in Cumberland County, TN"
2447,TNDAVI5URN,"Unemployment Rate in Davidson County, TN"
2448,TNDEKA1URN,"Unemployment Rate in DeKalb County, TN"
2449,TNDEURN,"Unemployment Rate in Decatur County, TN"
2450,TNDICK3URN,"Unemployment Rate in Dickson County, TN"
2451,TNDYURN,"Unemployment Rate in Dyer County, TN"
2452,TNFAURN,"Unemployment Rate in Fayette County, TN"
2453,TNFENT9URN,"Unemployment Rate in Fentress County, TN"
2454,TNFRAN1URN,"Unemployment Rate in Franklin County, TN"
2455,TNGILE5URN,"Unemployment Rate in Giles County, TN"
2456,TNGIURN,"Unemployment Rate in Gibson County, TN"
2457,TNGRAI7URN,"Unemployment Rate in Grainger County, TN"
2458,TNGREE5URN,"Unemployment Rate in Greene County, TN"
2459,TNGRUN1URN,"Unemployment Rate in Grundy County, TN"
2460,TNHAMB3URN,"Unemployment Rate in Hamblen County, TN"
2461,TNHAMI5URN,"Unemployment Rate in Hamilton County, TN"
2462,TNHANC7URN,"Unemployment Rate in Hancock County, TN"
2463,TNHAWK3URN,"Unemployment Rate in Hawkins County, TN"
2464,TNHCURN,"Unemployment Rate in Henry County, TN"
2465,TNHDURN,"Unemployment Rate in Hardin County, TN"
2466,TNHEURN,"Unemployment Rate in Henderson County, TN"
2467,TNHICK1URN,"Unemployment Rate in Hickman County, TN"
2468,TNHOUS3URN,"Unemployment Rate in Houston County, TN"
2469,TNHRURN,"Unemployment Rate in Hardeman County, TN"
2470,TNHUMP5URN,"Unemployment Rate in Humphreys County, TN"
2471,TNHYURN,"Unemployment Rate in Haywood County, TN"
2472,TNJACK7URN,"Unemployment Rate in Jackson County, TN"
2473,TNJEFF9URN,"Unemployment Rate in Jefferson County, TN"
2474,TNJOHN1URN,"Unemployment Rate in Johnson County, TN"
2475,TNKNOX5URN,"Unemployment Rate in Knox County, TN"
2476,TNLAURN,"Unemployment Rate in Lake County, TN"
2477,TNLAWR9URN,"Unemployment Rate in Lawrence County, TN"
2478,TNLEWI1URN,"Unemployment Rate in Lewis County, TN"
2479,TNLINC3URN,"Unemployment Rate in Lincoln County, TN"
2480,TNLOUD5URN,"Unemployment Rate in Loudon County, TN"
2481,TNLUURN,"Unemployment Rate in Lauderdale County, TN"
2482,TNMACO1URN,"Unemployment Rate in Macon County, TN"
2483,TNMARI5URN,"Unemployment Rate in Marion County, TN"
2484,TNMARS7URN,"Unemployment Rate in Marshall County, TN"
2485,TNMAUR0URN,"Unemployment Rate in Maury County, TN"
2486,TNMCMI7URN,"Unemployment Rate in McMinn County, TN"
2487,TNMDURN,"Unemployment Rate in Madison County, TN"
2488,TNMEIG1URN,"Unemployment Rate in Meigs County, TN"
2489,TNMNURN,"Unemployment Rate in McNairy County, TN"
2490,TNMONR3URN,"Unemployment Rate in Monroe County, TN"
2491,TNMONT5URN,"Unemployment Rate in Montgomery County, TN"
2492,TNMOOR7URN,"Unemployment Rate in Moore County, TN"
2493,TNMORG9URN,"Unemployment Rate in Morgan County, TN"
2494,TNOBURN,"Unemployment Rate in Obion County, TN"
2495,TNOVER3URN,"Unemployment Rate in Overton County, TN"
2496,TNPERR5URN,"Unemployment Rate in Perry County, TN"
2497,TNPICK7URN,"Unemployment Rate in Pickett County, TN"
2498,TNPOLK9URN,"Unemployment Rate in Polk County, TN"
2499,TNPUTN1URN,"Unemployment Rate in Putnam County, TN"
2500,TNRHEA3URN,"Unemployment Rate in Rhea County, TN"
2501,TNROAN5URN,"Unemployment Rate in Roane County, TN"
2502,TNROBE7URN,"Unemployment Rate in Robertson County, TN"
2503,TNRUTH0URN,"Unemployment Rate in Rutherford County, TN"
2504,TNSCOT1URN,"Unemployment Rate in Scott County, TN"
2505,TNSEQU3URN,"Unemployment Rate in Sequatchie County, TN"
2506,TNSEVI5URN,"Unemployment Rate in Sevier County, TN"
2507,TNSHURN,"Unemployment Rate in Shelby County, TN"
2508,TNSMIT9URN,"Unemployment Rate in Smith County, TN"
2509,TNSTEW1URN,"Unemployment Rate in Stewart County, TN"
2510,TNSULL0URN,"Unemployment Rate in Sullivan County, TN"
2511,TNSUMN5URN,"Unemployment Rate in Sumner County, TN"
2512,TNTIURN,"Unemployment Rate in Tipton County, TN"
2513,TNTROU9URN,"Unemployment Rate in Trousdale County, TN"
2514,TNUNIC1URN,"Unemployment Rate in Unicoi County, TN"
2515,TNUNIO3URN,"Unemployment Rate in Union County, TN"
2516,TNVANB5URN,"Unemployment Rate in Van Buren County, TN"
2517,TNWARR7URN,"Unemployment Rate in Warren County, TN"
2518,TNWASH0URN,"Unemployment Rate in Washington County, TN"
2519,TNWAYN1URN,"Unemployment Rate in Wayne County, TN"
2520,TNWEURN,"Unemployment Rate in Weakley County, TN"
2521,TNWHIT5URN,"Unemployment Rate in White County, TN"
2522,TNWILL0URN,"Unemployment Rate in Williamson County, TN"
2523,TNWILS0URN,"Unemployment Rate in Wilson County, TN"
2524,TXANDE1URN,"Unemployment Rate in Anderson County, TX"
2525,TXANDR3URN,"Unemployment Rate in Andrews County, TX"
2526,TXANGE5URN,"Unemployment Rate in Angelina County, TX"
2527,TXARAN7URN,"Unemployment Rate in Aransas County, TX"
2528,TXARCH9URN,"Unemployment Rate in Archer County, TX"
2529,TXARMS1URN,"Unemployment Rate in Armstrong County, TX"
2530,TXATAS3URN,"Unemployment Rate in Atascosa County, TX"
2531,TXAUST5URN,"Unemployment Rate in Austin County, TX"
2532,TXBAIL7URN,"Unemployment Rate in Bailey County, TX"
2533,TXBAND9URN,"Unemployment Rate in Bandera County, TX"
2534,TXBAST1URN,"Unemployment Rate in Bastrop County, TX"
2535,TXBAYL3URN,"Unemployment Rate in Baylor County, TX"
2536,TXBEEC5URN,"Unemployment Rate in Bee County, TX"
2537,TXBELL7URN,"Unemployment Rate in Bell County, TX"
2538,TXBEXA9URN,"Unemployment Rate in Bexar County, TX"
2539,TXBLAN1URN,"Unemployment Rate in Blanco County, TX"
2540,TXBORD3URN,"Unemployment Rate in Borden County, TX"
2541,TXBOSQ5URN,"Unemployment Rate in Bosque County, TX"
2542,TXBOWI7URN,"Unemployment Rate in Bowie County, TX"
2543,TXBRAZ0URN,"Unemployment Rate in Brazoria County, TX"
2544,TXBRAZ3URN,"Unemployment Rate in Brazos County, TX"
2545,TXBREW3URN,"Unemployment Rate in Brewster County, TX"
2546,TXBRIS5URN,"Unemployment Rate in Briscoe County, TX"
2547,TXBROO7URN,"Unemployment Rate in Brooks County, TX"
2548,TXBROW9URN,"Unemployment Rate in Brown County, TX"
2549,TXBURL1URN,"Unemployment Rate in Burleson County, TX"
2550,TXBURN3URN,"Unemployment Rate in Burnet County, TX"
2551,TXCALD5URN,"Unemployment Rate in Caldwell County, TX"
2552,TXCALH7URN,"Unemployment Rate in Calhoun County, TX"
2553,TXCALL9URN,"Unemployment Rate in Callahan County, TX"
2554,TXCAME2URN,"Unemployment Rate in Cameron County, TX"
2555,TXCAMP3URN,"Unemployment Rate in Camp County, TX"
2556,TXCARS5URN,"Unemployment Rate in Carson County, TX"
2557,TXCASS7URN,"Unemployment Rate in Cass County, TX"
2558,TXCAST9URN,"Unemployment Rate in Castro County, TX"
2559,TXCHAM1URN,"Unemployment Rate in Chambers County, TX"
2560,TXCHER3URN,"Unemployment Rate in Cherokee County, TX"
2561,TXCHIL5URN,"Unemployment Rate in Childress County, TX"
2562,TXCLAY7URN,"Unemployment Rate in Clay County, TX"
2563,TXCOCH9URN,"Unemployment Rate in Cochran County, TX"
2564,TXCOKE1URN,"Unemployment Rate in Coke County, TX"
2565,TXCOLE3URN,"Unemployment Rate in Coleman County, TX"
2566,TXCOLL5URN,"Unemployment Rate in Collin County, TX"
2567,TXCOLL7URN,"Unemployment Rate in Collingsworth County, TX"
2568,TXCOLO9URN,"Unemployment Rate in Colorado County, TX"
2569,TXCOMA1URN,"Unemployment Rate in Comal County, TX"
2570,TXCOMA3URN,"Unemployment Rate in Comanche County, TX"
2571,TXCONC5URN,"Unemployment Rate in Concho County, TX"
2572,TXCOOK7URN,"Unemployment Rate in Cooke County, TX"
2573,TXCORY0URN,"Unemployment Rate in Coryell County, TX"
2574,TXCOTT1URN,"Unemployment Rate in Cottle County, TX"
2575,TXCRAN3URN,"Unemployment Rate in Crane County, TX"
2576,TXCROC5URN,"Unemployment Rate in Crockett County, TX"
2577,TXCROS7URN,"Unemployment Rate in Crosby County, TX"
2578,TXCULB9URN,"Unemployment Rate in Culberson County, TX"
2579,TXDALL1URN,"Unemployment Rate in Dallam County, TX"
2580,TXDALL3URN,"Unemployment Rate in Dallas County, TX"
2581,TXDAWS5URN,"Unemployment Rate in Dawson County, TX"
2582,TXDEAF7URN,"Unemployment Rate in Deaf Smith County, TX"
2583,TXDELT9URN,"Unemployment Rate in Delta County, TX"
2584,TXDENT2URN,"Unemployment Rate in Denton County, TX"
2585,TXDEWI3URN,"Unemployment Rate in DeWitt County, TX"
2586,TXDICK5URN,"Unemployment Rate in Dickens County, TX"
2587,TXDIMM7URN,"Unemployment Rate in Dimmit County, TX"
2588,TXDONL9URN,"Unemployment Rate in Donley County, TX"
2589,TXDUVA1URN,"Unemployment Rate in Duval County, TX"
2590,TXEAST3URN,"Unemployment Rate in Eastland County, TX"
2591,TXECTO5URN,"Unemployment Rate in Ector County, TX"
2592,TXEDWA7URN,"Unemployment Rate in Edwards County, TX"
2593,TXELLI0URN,"Unemployment Rate in Ellis County, TX"
2594,TXELPA0URN,"Unemployment Rate in El Paso County, TX"
2595,TXERAT3URN,"Unemployment Rate in Erath County, TX"
2596,TXFALL5URN,"Unemployment Rate in Falls County, TX"
2597,TXFANN7URN,"Unemployment Rate in Fannin County, TX"
2598,TXFAYE9URN,"Unemployment Rate in Fayette County, TX"
2599,TXFISH1URN,"Unemployment Rate in Fisher County, TX"
2600,TXFLOY3URN,"Unemployment Rate in Floyd County, TX"
2601,TXFOAR5URN,"Unemployment Rate in Foard County, TX"
2602,TXFORT5URN,"Unemployment Rate in Fort Bend County, TX"
2603,TXFRAN9URN,"Unemployment Rate in Franklin County, TX"
2604,TXFREE1URN,"Unemployment Rate in Freestone County, TX"
2605,TXFRIO3URN,"Unemployment Rate in Frio County, TX"
2606,TXGAIN5URN,"Unemployment Rate in Gaines County, TX"
2607,TXGALV7URN,"Unemployment Rate in Galveston County, TX"
2608,TXGARZ9URN,"Unemployment Rate in Garza County, TX"
2609,TXGILL1URN,"Unemployment Rate in Gillespie County, TX"
2610,TXGLAS3URN,"Unemployment Rate in Glasscock County, TX"
2611,TXGOLI5URN,"Unemployment Rate in Goliad County, TX"
2612,TXGONZ7URN,"Unemployment Rate in Gonzales County, TX"
2613,TXGRAY0URN,"Unemployment Rate in Grayson County, TX"
2614,TXGRAY9URN,"Unemployment Rate in Gray County, TX"
2615,TXGREG3URN,"Unemployment Rate in Gregg County, TX"
2616,TXGRIM5URN,"Unemployment Rate in Grimes County, TX"
2617,TXGUAD7URN,"Unemployment Rate in Guadalupe County, TX"
2618,TXHALE9URN,"Unemployment Rate in Hale County, TX"
2619,TXHALL1URN,"Unemployment Rate in Hall County, TX"
2620,TXHAMI3URN,"Unemployment Rate in Hamilton County, TX"
2621,TXHANS5URN,"Unemployment Rate in Hansford County, TX"
2622,TXHARD7URN,"Unemployment Rate in Hardeman County, TX"
2623,TXHARD9URN,"Unemployment Rate in Hardin County, TX"
2624,TXHARR0URN,"Unemployment Rate in Harrison County, TX"
2625,TXHARR1URN,"Unemployment Rate in Harris County, TX"
2626,TXHART5URN,"Unemployment Rate in Hartley County, TX"
2627,TXHASK7URN,"Unemployment Rate in Haskell County, TX"
2628,TXHAYS9URN,"Unemployment Rate in Hays County, TX"
2629,TXHEMP1URN,"Unemployment Rate in Hemphill County, TX"
2630,TXHEND3URN,"Unemployment Rate in Henderson County, TX"
2631,TXHIDA5URN,"Unemployment Rate in Hidalgo County, TX"
2632,TXHILL7URN,"Unemployment Rate in Hill County, TX"
2633,TXHOCK9URN,"Unemployment Rate in Hockley County, TX"
2634,TXHOOD1URN,"Unemployment Rate in Hood County, TX"
2635,TXHOPK3URN,"Unemployment Rate in Hopkins County, TX"
2636,TXHOUS5URN,"Unemployment Rate in Houston County, TX"
2637,TXHOWA7URN,"Unemployment Rate in Howard County, TX"
2638,TXHUDS9URN,"Unemployment Rate in Hudspeth County, TX"
2639,TXHUNT0URN,"Unemployment Rate in Hunt County, TX"
2640,TXHUTC3URN,"Unemployment Rate in Hutchinson County, TX"
2641,TXIRIO5URN,"Unemployment Rate in Irion County, TX"
2642,TXJACK7URN,"Unemployment Rate in Jack County, TX"
2643,TXJACK9URN,"Unemployment Rate in Jackson County, TX"
2644,TXJASP1URN,"Unemployment Rate in Jasper County, TX"
2645,TXJEFF3URN,"Unemployment Rate in Jeff Davis County, TX"
2646,TXJEFF5URN,"Unemployment Rate in Jefferson County, TX"
2647,TXJIMH7URN,"Unemployment Rate in Jim Hogg County, TX"
2648,TXJIMW9URN,"Unemployment Rate in Jim Wells County, TX"
2649,TXJOHN4URN,"Unemployment Rate in Johnson County, TX"
2650,TXJONE3URN,"Unemployment Rate in Jones County, TX"
2651,TXKARN5URN,"Unemployment Rate in Karnes County, TX"
2652,TXKAUF7URN,"Unemployment Rate in Kaufman County, TX"
2653,TXKEND9URN,"Unemployment Rate in Kendall County, TX"
2654,TXKENE1URN,"Unemployment Rate in Kenedy County, TX"
2655,TXKENT3URN,"Unemployment Rate in Kent County, TX"
2656,TXKERR5URN,"Unemployment Rate in Kerr County, TX"
2657,TXKIMB7URN,"Unemployment Rate in Kimble County, TX"
2658,TXKING9URN,"Unemployment Rate in King County, TX"
2659,TXKINN1URN,"Unemployment Rate in Kinney County, TX"
2660,TXKLEB3URN,"Unemployment Rate in Kleberg County, TX"
2661,TXKNOX5URN,"Unemployment Rate in Knox County, TX"
2662,TXLAMA7URN,"Unemployment Rate in Lamar County, TX"
2663,TXLAMB9URN,"Unemployment Rate in Lamb County, TX"
2664,TXLAMP1URN,"Unemployment Rate in Lampasas County, TX"
2665,TXLASA3URN,"Unemployment Rate in La Salle County, TX"
2666,TXLAVA5URN,"Unemployment Rate in Lavaca County, TX"
2667,TXLEEC7URN,"Unemployment Rate in Lee County, TX"
2668,TXLEON9URN,"Unemployment Rate in Leon County, TX"
2669,TXLIBE1URN,"Unemployment Rate in Liberty County, TX"
2670,TXLIME3URN,"Unemployment Rate in Limestone County, TX"
2671,TXLIPS5URN,"Unemployment Rate in Lipscomb County, TX"
2672,TXLIVE7URN,"Unemployment Rate in Live Oak County, TX"
2673,TXLLAN9URN,"Unemployment Rate in Llano County, TX"
2674,TXLOVI1URN,"Unemployment Rate in Loving County, TX"
2675,TXLUBB3URN,"Unemployment Rate in Lubbock County, TX"
2676,TXLYNN5URN,"Unemployment Rate in Lynn County, TX"
2677,TXMADI3URN,"Unemployment Rate in Madison County, TX"
2678,TXMARI5URN,"Unemployment Rate in Marion County, TX"
2679,TXMART7URN,"Unemployment Rate in Martin County, TX"
2680,TXMASO9URN,"Unemployment Rate in Mason County, TX"
2681,TXMATA1URN,"Unemployment Rate in Matagorda County, TX"
2682,TXMAVE3URN,"Unemployment Rate in Maverick County, TX"
2683,TXMCCU7URN,"Unemployment Rate in McCulloch County, TX"
2684,TXMCLE9URN,"Unemployment Rate in McLennan County, TX"
2685,TXMCMU1URN,"Unemployment Rate in McMullen County, TX"
2686,TXMEDI5URN,"Unemployment Rate in Medina County, TX"
2687,TXMENA7URN,"Unemployment Rate in Menard County, TX"
2688,TXMIDL9URN,"Unemployment Rate in Midland County, TX"
2689,TXMILA1URN,"Unemployment Rate in Milam County, TX"
2690,TXMILL3URN,"Unemployment Rate in Mills County, TX"
2691,TXMITC5URN,"Unemployment Rate in Mitchell County, TX"
2692,TXMONT0URN,"Unemployment Rate in Montgomery County, TX"
2693,TXMONT7URN,"Unemployment Rate in Montague County, TX"
2694,TXMOOR1URN,"Unemployment Rate in Moore County, TX"
2695,TXMORR3URN,"Unemployment Rate in Morris County, TX"
2696,TXMOTL5URN,"Unemployment Rate in Motley County, TX"
2697,TXNACO7URN,"Unemployment Rate in Nacogdoches County, TX"
2698,TXNAVA9URN,"Unemployment Rate in Navarro County, TX"
2699,TXNEWT1URN,"Unemployment Rate in Newton County, TX"
2700,TXNOLA3URN,"Unemployment Rate in Nolan County, TX"
2701,TXNUEC5URN,"Unemployment Rate in Nueces County, TX"
2702,TXOCHI7URN,"Unemployment Rate in Ochiltree County, TX"
2703,TXOLDH9URN,"Unemployment Rate in Oldham County, TX"
2704,TXORAN5URN,"Unemployment Rate in Orange County, TX"
2705,TXPALO3URN,"Unemployment Rate in Palo Pinto County, TX"
2706,TXPANO5URN,"Unemployment Rate in Panola County, TX"
2707,TXPARK7URN,"Unemployment Rate in Parker County, TX"
2708,TXPARM9URN,"Unemployment Rate in Parmer County, TX"
2709,TXPECO1URN,"Unemployment Rate in Pecos County, TX"
2710,TXPOLK3URN,"Unemployment Rate in Polk County, TX"
2711,TXPOTT5URN,"Unemployment Rate in Potter County, TX"
2712,TXPRES7URN,"Unemployment Rate in Presidio County, TX"
2713,TXRAIN9URN,"Unemployment Rate in Rains County, TX"
2714,TXRAND1URN,"Unemployment Rate in Randall County, TX"
2715,TXREAG3URN,"Unemployment Rate in Reagan County, TX"
2716,TXREAL5URN,"Unemployment Rate in Real County, TX"
2717,TXREDR7URN,"Unemployment Rate in Red River County, TX"
2718,TXREEV9URN,"Unemployment Rate in Reeves County, TX"
2719,TXREFU1URN,"Unemployment Rate in Refugio County, TX"
2720,TXROBE3URN,"Unemployment Rate in Roberts County, TX"
2721,TXROBE5URN,"Unemployment Rate in Robertson County, TX"
2722,TXROCK7URN,"Unemployment Rate in Rockwall County, TX"
2723,TXRUNN9URN,"Unemployment Rate in Runnels County, TX"
2724,TXRUSK1URN,"Unemployment Rate in Rusk County, TX"
2725,TXSABI3URN,"Unemployment Rate in Sabine County, TX"
2726,TXSANA5URN,"Unemployment Rate in San Augustine County, TX"
2727,TXSANJ7URN,"Unemployment Rate in San Jacinto County, TX"
2728,TXSANP5URN,"Unemployment Rate in San Patricio County, TX"
2729,TXSANS1URN,"Unemployment Rate in San Saba County, TX"
2730,TXSCHL3URN,"Unemployment Rate in Schleicher County, TX"
2731,TXSCUR5URN,"Unemployment Rate in Scurry County, TX"
2732,TXSHAC7URN,"Unemployment Rate in Shackelford County, TX"
2733,TXSHEL9URN,"Unemployment Rate in Shelby County, TX"
2734,TXSHER1URN,"Unemployment Rate in Sherman County, TX"
2735,TXSMIT3URN,"Unemployment Rate in Smith County, TX"
2736,TXSOME5URN,"Unemployment Rate in Somervell County, TX"
2737,TXSTAR7URN,"Unemployment Rate in Starr County, TX"
2738,TXSTEP9URN,"Unemployment Rate in Stephens County, TX"
2739,TXSTER1URN,"Unemployment Rate in Sterling County, TX"
2740,TXSTON3URN,"Unemployment Rate in Stonewall County, TX"
2741,TXSUTT5URN,"Unemployment Rate in Sutton County, TX"
2742,TXSWIS7URN,"Unemployment Rate in Swisher County, TX"
2743,TXTARR9URN,"Unemployment Rate in Tarrant County, TX"
2744,TXTAYL1URN,"Unemployment Rate in Taylor County, TX"
2745,TXTERR3URN,"Unemployment Rate in Terrell County, TX"
2746,TXTERR5URN,"Unemployment Rate in Terry County, TX"
2747,TXTHRO7URN,"Unemployment Rate in Throckmorton County, TX"
2748,TXTITU9URN,"Unemployment Rate in Titus County, TX"
2749,TXTOMG1URN,"Unemployment Rate in Tom Green County, TX"
2750,TXTRAV3URN,"Unemployment Rate in Travis County, TX"
2751,TXTRIN5URN,"Unemployment Rate in Trinity County, TX"
2752,TXTYLE7URN,"Unemployment Rate in Tyler County, TX"
2753,TXUPSH9URN,"Unemployment Rate in Upshur County, TX"
2754,TXUPTO1URN,"Unemployment Rate in Upton County, TX"
2755,TXUVAL3URN,"Unemployment Rate in Uvalde County, TX"
2756,TXVALV5URN,"Unemployment Rate in Val Verde County, TX"
2757,TXVANZ7URN,"Unemployment Rate in Van Zandt County, TX"
2758,TXVICT0URN,"Unemployment Rate in Victoria County, TX"
2759,TXWALK1URN,"Unemployment Rate in Walker County, TX"
2760,TXWALL3URN,"Unemployment Rate in Waller County, TX"
2761,TXWARD5URN,"Unemployment Rate in Ward County, TX"
2762,TXWASH7URN,"Unemployment Rate in Washington County, TX"
2763,TXWEBB7URN,"Unemployment Rate in Webb County, TX"
2764,TXWHAR1URN,"Unemployment Rate in Wharton County, TX"
2765,TXWHEE3URN,"Unemployment Rate in Wheeler County, TX"
2766,TXWICH5URN,"Unemployment Rate in Wichita County, TX"
2767,TXWILB7URN,"Unemployment Rate in Wilbarger County, TX"
2768,TXWILL5URN,"Unemployment Rate in Williamson County, TX"
2769,TXWILL9URN,"Unemployment Rate in Willacy County, TX"
2770,TXWILS3URN,"Unemployment Rate in Wilson County, TX"
2771,TXWINK5URN,"Unemployment Rate in Winkler County, TX"
2772,TXWISE7URN,"Unemployment Rate in Wise County, TX"
2773,TXWOOD9URN,"Unemployment Rate in Wood County, TX"
2774,TXYOAK1URN,"Unemployment Rate in Yoakum County, TX"
2775,TXYOUN3URN,"Unemployment Rate in Young County, TX"
2776,TXZAPA5URN,"Unemployment Rate in Zapata County, TX"
2777,TXZAVA7URN,"Unemployment Rate in Zavala County, TX"
2778,UTBEAV1URN,"Unemployment Rate in Beaver County, UT"
2779,UTBOXE3URN,"Unemployment Rate in Box Elder County, UT"
2780,UTCACH0URN,"Unemployment Rate in Cache County, UT"
2781,UTCARB7URN,"Unemployment Rate in Carbon County, UT"
2782,UTDAGG9URN,"Unemployment Rate in Daggett County, UT"
2783,UTDAVI0URN,"Unemployment Rate in Davis County, UT"
2784,UTDUCH3URN,"Unemployment Rate in Duchesne County, UT"
2785,UTEMER5URN,"Unemployment Rate in Emery County, UT"
2786,UTGARF7URN,"Unemployment Rate in Garfield County, UT"
2787,UTGRAN9URN,"Unemployment Rate in Grand County, UT"
2788,UTIRON1URN,"Unemployment Rate in Iron County, UT"
2789,UTJUAB3URN,"Unemployment Rate in Juab County, UT"
2790,UTKANE5URN,"Unemployment Rate in Kane County, UT"
2791,UTMILL7URN,"Unemployment Rate in Millard County, UT"
2792,UTMORG9URN,"Unemployment Rate in Morgan County, UT"
2793,UTPIUT1URN,"Unemployment Rate in Piute County, UT"
2794,UTRICH3URN,"Unemployment Rate in Rich County, UT"
2795,UTSALT5URN,"Unemployment Rate in Salt Lake County, UT"
